Price,Mileage(miles),Registration_Year,Fuel type,Body type,Engine,Gearbox,Doors,Seats,Emission Class
15495,71127,9,Diesel,Hatchback,2.0,Automatic,5.0,5.0,Euro 6
9000,154983,8,Diesel,Hatchback,2.0,Manual,5.0,5.0,Euro 6
5990,92244,10,Diesel,Estate,1.3,Manual,5.0,5.0,Euro 5
4950,170000,15,Diesel,Hatchback,3.0,Automatic,5.0,5.0,Euro 5
12650,55650,9,Diesel,SUV,2.0,Automatic,5.0,5.0,Euro 6
5850,152229,11,Diesel,Hatchback,2.0,Manual,5.0,5.0,Euro 5
15399,44434,4,Petrol Hybrid,Hatchback,1.6,Automatic,5.0,5.0,Euro 6
2495,135000,18,Diesel,Estate,2.1,Automatic,5.0,5.0,Euro 4
15970,11500,4,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 6
12995,19609,4,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 6
8499,65500,9,Petrol,Hatchback,1.3,Manual,5.0,5.0,Euro 6
5900,31000,11,Petrol,SUV,1.6,Manual,5.0,5.0,Euro 5
10995,12592,7,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 6
7490,94052,11,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 5
11999,12153,5,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 6
3290,65309,14,Diesel,MPV,1.5,Manual,5.0,5.0,Euro 5
10995,33824,7,Petrol,Hatchback,1.5,Manual,3.0,4.0,Euro 6
8950,42526,9,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 6
2495,135000,18,Diesel,Estate,2.1,Automatic,5.0,5.0,Euro 4
15970,11500,4,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 6
17670,14385,4,Petrol,SUV,1.0,Manual,5.0,5.0,Euro 6
9495,60496,8,Diesel,SUV,1.6,Manual,5.0,5.0,Euro 6
15877,24000,6,Petrol,SUV,1.3,Manual,5.0,5.0,Euro 6
8995,70000,12,Petrol,SUV,2.0,Manual,5.0,5.0,Euro 5
7990,20295,10,Petrol,Convertible,1.2,Manual,2.0,4.0,Euro 6
10209,33773,6,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 6
6750,113000,15,Diesel,Saloon,3.0,Automatic,4.0,5.0,Euro 5
8199,36224,7,Petrol,Hatchback,1.0,Manual,5.0,4.0,Euro 6
1795,110000,19,Petrol,Hatchback,1.0,Manual,5.0,4.0,Euro 4
14990,45774,5,Petrol,SUV,1.3,Automatic,5.0,5.0,Euro 6
17670,14385,4,Petrol,SUV,1.0,Manual,5.0,5.0,Euro 6
11225,35643,4,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 6
7990,108999,11,Diesel,Saloon,2.0,Automatic,4.0,5.0,Euro 5
12999,17439,5,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 6
9999,19455,7,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 6
13899,30310,5,Petrol,SUV,1.2,Manual,5.0,5.0,Euro 6
12999,23800,7,Petrol,SUV,1.2,Manual,5.0,5.0,Euro 6
24444,22189,6,Diesel,SUV,2.0,Manual,5.0,5.0,Euro 6
14495,40243,8,Diesel,Estate,2.0,Manual,5.0,5.0,Euro 6
2495,135000,18,Diesel,Estate,2.1,Automatic,5.0,5.0,Euro 4
17670,14385,4,Petrol,SUV,1.0,Manual,5.0,5.0,Euro 6
13000,51179,6,Petrol Hybrid,Hatchback,1.5,Automatic,5.0,5.0,Euro 6
7995,43000,12,Petrol,Hatchback,1.2,Automatic,5.0,5.0,Euro 5
10299,36633,5,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 6
14781,52355,6,Petrol,SUV,1.5,Manual,5.0,5.0,Euro 6
4400,47000,14,Diesel,MPV,1.7,Automatic,5.0,5.0,Euro 5
5995,66347,19,Petrol,SUV,2.0,Automatic,5.0,5.0,Euro 4
8298,56118,8,Petrol,Hatchback,1.2,Manual,5.0,4.0,Euro 6
10200,42449,8,Diesel,Hatchback,1.5,Manual,5.0,5.0,Euro 6
9400,75000,11,Diesel,SUV,1.5,Manual,5.0,5.0,Euro 5
7699,45673,8,Petrol,Hatchback,1.2,Manual,3.0,4.0,Euro 6
2495,135000,18,Diesel,Estate,2.1,Automatic,5.0,5.0,Euro 4
11890,49908,4,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 6
17670,14385,4,Petrol,SUV,1.0,Manual,5.0,5.0,Euro 6
7350,78907,8,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 6
12977,39000,9,Diesel,Hatchback,1.5,Manual,5.0,5.0,Euro 6
16199,46179,4,Petrol,SUV,1.2,Automatic,5.0,5.0,Euro 6
4995,129000,14,Diesel,SUV,2.0,Manual,5.0,5.0,Euro 5
11995,73000,11,Diesel,SUV,2.0,Automatic,5.0,5.0,Euro 5
6500,83000,9,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 6
12771,10378,4,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 6
7533,50538,8,Petrol,Hatchback,1.3,Manual,3.0,5.0,Euro 6
12999,28198,4,Petrol,Hatchback,1.2,Automatic,5.0,5.0,Euro 6
1850,105472,16,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 4
16555,68603,8,Diesel,Coupe,2.0,Automatic,2.0,4.0,Euro 6
11000,45462,6,Petrol,SUV,1.6,Manual,5.0,5.0,Euro 6
12995,42771,7,Diesel,SUV,2.2,Automatic,5.0,5.0,Euro 6
14795,12816,5,Petrol,SUV,1.3,Manual,5.0,5.0,Euro 6
10000,164582,7,Diesel,Saloon,2.0,Automatic,4.0,5.0,Euro 6
9995,59685,9,Diesel,Estate,2.0,Manual,5.0,5.0,Euro 6
10995,49000,12,Petrol,Hatchback,1.2,Automatic,3.0,4.0,Euro 6
9995,60758,9,Diesel,Coupe,2.1,Automatic,2.0,4.0,Euro 6
9999,7083,4,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 6
15995,87000,8,Diesel,Convertible,2.1,Automatic,2.0,4.0,Euro 6
6495,74434,8,Petrol,Hatchback,1.1,Manual,5.0,5.0,Euro 6
14990,45774,5,Petrol,SUV,1.3,Automatic,5.0,5.0,Euro 6
17670,14385,4,Petrol,SUV,1.0,Manual,5.0,5.0,Euro 6
7295,31961,7,Petrol,Hatchback,1.0,Manual,3.0,4.0,Euro 6
6600,77474,10,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 6
12695,57199,10,Diesel,Saloon,2.0,Manual,4.0,5.0,Euro 6
5990,50000,14,Diesel,Saloon,2.0,Automatic,4.0,5.0,Euro 5
7195,62000,13,Diesel,Saloon,2.0,Manual,4.0,5.0,Euro 5
6999,126502,11,Diesel,Hatchback,2.0,Manual,5.0,5.0,Euro 5
12795,45049,7,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 6
1850,105472,16,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 4
17670,14385,4,Petrol,SUV,1.0,Manual,5.0,5.0,Euro 6
10700,16420,6,Petrol,Hatchback,1.0,Manual,5.0,4.0,Euro 6
10899,41729,6,Petrol,SUV,1.4,Manual,5.0,5.0,Euro 6
25100,26994,6,Diesel,SUV,2.0,Manual,5.0,5.0,Euro 6
12599,17544,6,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 6
12697,10627,6,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 6
12895,76773,5,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 6
9450,21670,8,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 6
7097,58058,9,Petrol,SUV,1.6,Manual,5.0,5.0,Euro 6
8990,67109,9,Diesel,SUV,2.0,Automatic,5.0,5.0,Euro 6
14495,43841,6,Petrol,SUV,1.5,Manual,5.0,5.0,Euro 6
10700,16420,6,Petrol,Hatchback,1.0,Manual,5.0,4.0,Euro 6
16555,68603,8,Diesel,Coupe,2.0,Automatic,2.0,4.0,Euro 6
11890,49908,4,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 6
7999,153627,10,Diesel,SUV,2.0,Manual,5.0,5.0,Euro 6
5990,75321,14,Petrol,Hatchback,1.4,Manual,3.0,4.0,Euro 5
11998,32781,5,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 6
14499,42160,4,Petrol,SUV,1.2,Manual,5.0,5.0,Euro 6
8999,34540,6,Petrol,Hatchback,1.4,Manual,3.0,5.0,Euro 6
6999,100762,12,Diesel,Hatchback,1.5,Manual,5.0,5.0,Euro 5
4750,84811,10,Petrol,Hatchback,1.0,Manual,3.0,5.0,Euro 6
6150,95548,12,Diesel,Hatchback,2.0,Automatic,5.0,5.0,Euro 5
17670,14385,4,Petrol,SUV,1.0,Manual,5.0,5.0,Euro 6
10700,16420,6,Petrol,Hatchback,1.0,Manual,5.0,4.0,Euro 6
6800,32400,11,Petrol,Hatchback,1.2,Manual,3.0,4.0,Euro 6
4277,82400,12,Diesel,SUV,2.0,Automatic,5.0,5.0,Euro 5
30000,46000,8,Diesel,SUV,2.0,Automatic,5.0,5.0,Euro 6
6250,127000,12,Diesel,Estate,2.0,Manual,5.0,5.0,Euro 5
14999,33000,5,Petrol,SUV,1.3,Manual,5.0,5.0,Euro 6
8499,54111,8,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 6
11799,28865,5,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 6
10999,13109,5,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 6
1795,110000,19,Petrol,Hatchback,1.0,Manual,5.0,4.0,Euro 4
10700,16420,6,Petrol,Hatchback,1.0,Manual,5.0,4.0,Euro 6
10700,16420,6,Petrol,Hatchback,1.0,Manual,5.0,4.0,Euro 6
7250,90395,10,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 6
11029,33517,6,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 6
9564,44106,6,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 6
8695,91344,7,Diesel,Estate,1.6,Manual,5.0,5.0,Euro 6
14983,6561,4,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 6
5400,50849,12,Petrol,Hatchback,1.3,Manual,3.0,5.0,Euro 5
11999,9000,8,Diesel,MPV,1.6,Manual,5.0,5.0,Euro 6
6999,33211,8,Petrol,Hatchback,1.2,Manual,3.0,4.0,Euro 6
10700,16420,6,Petrol,Hatchback,1.0,Manual,5.0,4.0,Euro 6
15970,11500,4,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 6
11520,29258,7,Petrol,SUV,1.2,Manual,5.0,5.0,Euro 6
16095,45000,8,Diesel,Saloon,2.0,Automatic,4.0,5.0,Euro 6
10995,88000,12,Diesel,Saloon,3.0,Automatic,4.0,4.0,Euro 5
12299,26831,5,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 6
9495,12214,9,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 6
12295,63276,11,Diesel,Saloon,2.1,Automatic,4.0,5.0,Euro 6
6030,111681,10,Diesel,Hatchback,2.0,Manual,5.0,5.0,Euro 6
16250,19195,5,Petrol,Estate,1.0,Manual,5.0,5.0,Euro 6
6495,74434,8,Petrol,Hatchback,1.1,Manual,5.0,5.0,Euro 6
17670,14385,4,Petrol,SUV,1.0,Manual,5.0,5.0,Euro 6
13000,51179,6,Petrol Hybrid,Hatchback,1.5,Automatic,5.0,5.0,Euro 6
9300,29871,6,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 6
21495,16228,2,Petrol,SUV,1.3,Automatic,5.0,5.0,Euro 6
6550,104000,8,Diesel,Hatchback,1.5,Manual,5.0,5.0,Euro 6
4300,45000,13,Petrol,Hatchback,1.0,Manual,5.0,4.0,Euro 5
6995,28249,12,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 5
6495,81761,12,Petrol,SUV,1.6,Automatic,5.0,5.0,Euro 5
14000,50888,8,Diesel,SUV,1.6,Automatic,5.0,5.0,Euro 6
13995,58223,7,Diesel,SUV,1.5,Manual,5.0,5.0,Euro 6
4000,73000,14,Diesel,MPV,1.5,Automatic,5.0,7.0,Euro 5
13000,51179,6,Petrol Hybrid,Hatchback,1.5,Automatic,5.0,5.0,Euro 6
17599,26607,6,Petrol,Coupe,1.5,Automatic,2.0,4.0,Euro 6
2685,75000,17,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 4
6495,26000,13,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 5
11497,65946,11,Diesel,Hatchback,2.0,Automatic,3.0,4.0,Euro 5
5000,45979,19,Petrol,Convertible,2.5,Manual,2.0,2.0,Euro 4
6499,72376,11,Diesel,SUV,1.5,Manual,5.0,5.0,Euro 5
9899,31859,11,Petrol,SUV,1.2,Manual,5.0,5.0,Euro 5
5400,121433,14,Diesel,Saloon,2.0,Automatic,4.0,5.0,Euro 5
13995,39253,11,Diesel,Saloon,2.0,Manual,4.0,5.0,Euro 5
11995,36132,8,Diesel,Hatchback,1.5,Manual,5.0,5.0,Euro 6
17599,26607,6,Petrol,Coupe,1.5,Automatic,2.0,4.0,Euro 6
11890,49908,4,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 6
5995,38500,13,Diesel,Hatchback,2.0,Manual,5.0,5.0,Euro 5
3999,102500,12,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 5
23600,41995,8,Diesel,SUV,2.0,Automatic,5.0,7.0,Euro 6
10599,43941,5,Petrol,SUV,1.2,Manual,5.0,5.0,Euro 6
7495,55035,14,Diesel,Convertible,2.0,Manual,2.0,4.0,Euro 5
11999,60985,7,Diesel,SUV,1.5,Manual,5.0,5.0,Euro 6
18499,24554,6,Petrol,SUV,1.5,Manual,5.0,5.0,Euro 6
11620,41284,9,Petrol,Hatchback,2.0,Manual,5.0,5.0,Euro 6
4280,78473,17,Petrol,Hatchback,1.4,Automatic,5.0,5.0,Euro 4
11399,41534,10,Petrol,Convertible,1.5,Manual,2.0,2.0,Euro 6
11890,49908,4,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 6
13000,51179,6,Petrol Hybrid,Hatchback,1.5,Automatic,5.0,5.0,Euro 6
8499,47797,9,Diesel,SUV,1.5,Manual,5.0,5.0,Euro 6
8795,36000,9,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 6
7900,69000,13,Diesel,SUV,1.7,Manual,5.0,5.0,Euro 5
15995,44370,12,Diesel,Coupe,2.2,Automatic,3.0,5.0,Euro 5
6990,34000,10,Petrol,MPV,1.4,Automatic,5.0,5.0,Euro 6
18695,93289,6,Diesel,Saloon,2.0,Automatic,4.0,5.0,Euro 6
8663,75598,12,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 5
13999,21469,4,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 6
6495,74434,8,Petrol,Hatchback,1.1,Manual,5.0,5.0,Euro 6
13000,51179,6,Petrol Hybrid,Hatchback,1.5,Automatic,5.0,5.0,Euro 6
14990,45774,5,Petrol,SUV,1.3,Automatic,5.0,5.0,Euro 6
13919,18920,4,Petrol,SUV,1.2,Manual,5.0,5.0,Euro 6
14500,74000,9,Diesel,Saloon,2.0,Automatic,4.0,5.0,Euro 6
19500,12716,7,Petrol,SUV,1.6,Automatic,5.0,5.0,Euro 6
6990,40000,12,Petrol,Convertible,1.4,Manual,2.0,4.0,Euro 5
7995,47244,9,Petrol,Hatchback,0.9,Manual,5.0,5.0,Euro 6
12995,90120,7,Petrol Plug-in Hybrid,Saloon,1.4,Automatic,4.0,5.0,Euro 6
10361,46625,5,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 6
9000,78000,11,Petrol,SUV,1.2,Manual,5.0,5.0,Euro 5
11999,14829,5,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 6
9000,96900,16,Petrol,Convertible,3.5,Automatic,2.0,2.0,Euro 4
15970,11500,4,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 6
8460,57760,9,Petrol,SUV,1.2,Manual,5.0,5.0,Euro 6
10699,23250,8,Petrol Hybrid,Hatchback,1.2,Manual,5.0,4.0,Euro 6
14444,42500,7,Diesel,Saloon,2.0,Manual,4.0,5.0,Euro 6
14043,55012,7,Diesel,SUV,1.7,Manual,5.0,5.0,Euro 6
14495,70542,7,Diesel,SUV,1.6,Manual,5.0,5.0,Euro 6
11199,19861,5,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 6
6795,28000,11,Petrol,Hatchback,1.0,Manual,5.0,4.0,Euro 5
8900,76431,8,Petrol,SUV,1.2,Manual,5.0,5.0,Euro 6
1795,110000,19,Petrol,Hatchback,1.0,Manual,5.0,4.0,Euro 4
21998,15744,4,Petrol,Saloon,1.5,Manual,4.0,5.0,Euro 6
4699,72878,12,Petrol,Hatchback,1.0,Manual,5.0,4.0,Euro 5
10900,8700,6,Petrol,Hatchback,1.5,Manual,3.0,4.0,Euro 6
8450,60028,12,Diesel,Coupe,2.0,Manual,2.0,4.0,Euro 5
6750,38500,14,Petrol,Hatchback,1.4,Automatic,5.0,5.0,Euro 5
5800,80000,13,Diesel,Coupe,2.0,Manual,2.0,4.0,Euro 5
14599,29205,7,Petrol,Hatchback,1.5,Automatic,5.0,5.0,Euro 6
14990,45774,5,Petrol,SUV,1.3,Automatic,5.0,5.0,Euro 6
17670,14385,4,Petrol,SUV,1.0,Manual,5.0,5.0,Euro 6
10000,72000,16,Petrol,Saloon,4.2,Automatic,4.0,5.0,Euro 4
9495,41491,6,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 6
13999,12294,3,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 6
14315,15102,5,Petrol,SUV,1.0,Manual,5.0,5.0,Euro 6
10850,107500,18,Petrol,SUV,6.3,Automatic,5.0,5.0,Euro 4
13399,47380,8,Petrol,Convertible,2.0,Manual,2.0,2.0,Euro 6
13000,16097,5,Petrol,SUV,1.2,Manual,5.0,5.0,Euro 6
1850,105472,16,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 4
11890,49908,4,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 6
17670,14385,4,Petrol,SUV,1.0,Manual,5.0,5.0,Euro 6
12995,96354,8,Diesel,Hatchback,2.0,Manual,5.0,5.0,Euro 6
9299,50560,7,Diesel,SUV,1.6,Manual,5.0,5.0,Euro 6
12250,45798,6,Diesel,Hatchback,1.5,Manual,5.0,5.0,Euro 6
13999,13451,4,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 6
4990,120403,12,Diesel,SUV,2.0,Manual,5.0,5.0,Euro 5
8295,97726,8,Diesel,Hatchback,2.0,Manual,5.0,5.0,Euro 6
22999,15387,4,Diesel,SUV,1.5,Automatic,5.0,5.0,Euro 6
13499,30053,5,Petrol,SUV,1.0,Manual,5.0,5.0,Euro 6
22600,24098,7,Diesel,Saloon,3.0,Automatic,4.0,5.0,Euro 6
14595,47313,7,Diesel,SUV,2.0,Manual,5.0,5.0,Euro 6
4000,73000,14,Diesel,MPV,1.5,Automatic,5.0,7.0,Euro 5
13000,51179,6,Petrol Hybrid,Hatchback,1.5,Automatic,5.0,5.0,Euro 6
13364,17000,5,Petrol,SUV,1.0,Manual,5.0,5.0,Euro 6
12495,43845,6,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 6
15361,39611,9,Petrol,Hatchback,1.4,Manual,3.0,5.0,Euro 6
9495,71000,9,Diesel,Saloon,2.0,Manual,4.0,5.0,Euro 6
15998,22714,5,Petrol,SUV,1.0,Manual,5.0,5.0,Euro 6
7499,91000,10,Diesel,Saloon,2.0,Manual,4.0,5.0,Euro 6
13150,44026,6,Diesel,SUV,1.5,Manual,5.0,5.0,Euro 6
10700,16420,6,Petrol,Hatchback,1.0,Manual,5.0,4.0,Euro 6
6995,64387,9,Diesel,Hatchback,2.0,Manual,5.0,5.0,Euro 6
10750,126000,12,Diesel,SUV,2.0,Automatic,5.0,5.0,Euro 5
10981,46500,9,Petrol,SUV,1.2,Manual,5.0,5.0,Euro 6
6995,29521,11,Petrol,Hatchback,1.0,Manual,5.0,4.0,Euro 5
11799,20405,5,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 6
9995,104795,6,Diesel,Hatchback,2.0,Manual,5.0,5.0,Euro 6
7490,117000,11,Diesel,Saloon,2.2,Automatic,4.0,5.0,Euro 5
8388,155000,9,Diesel,Pickup,2.4,Manual,4.0,5.0,Euro 5
10595,8981,6,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 6
2495,135000,18,Diesel,Estate,2.1,Automatic,5.0,5.0,Euro 4
10700,16420,6,Petrol,Hatchback,1.0,Manual,5.0,4.0,Euro 6
17670,14385,4,Petrol,SUV,1.0,Manual,5.0,5.0,Euro 6
7499,51234,9,Diesel,Hatchback,1.4,Manual,5.0,5.0,Euro 6
10995,80000,15,Petrol,Hatchback,2.0,Automatic,5.0,5.0,Euro 4
6995,80000,12,Petrol,Hatchback,1.2,Manual,3.0,4.0,Euro 5
4450,108618,12,Diesel,Estate,2.0,Manual,5.0,5.0,Euro 5
10802,52153,8,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 6
4995,103359,8,Petrol,Hatchback,1.4,Manual,3.0,5.0,Euro 6
15000,39579,5,Diesel,SUV,2.0,Manual,5.0,5.0,Euro 6
2995,89999,14,Petrol,Hatchback,1.3,Manual,3.0,5.0,Euro 5
11890,49908,4,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 6
10381,33896,7,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 6
18365,1,2,Petrol,SUV,1.5,Manual,5.0,5.0,Euro 6
11050,66358,11,Diesel,Coupe,2.1,Automatic,2.0,4.0,Euro 5
25995,222,2,Petrol,SUV,1.5,Manual,5.0,5.0,Euro 6
12495,62012,9,Diesel,Hatchback,1.5,Manual,5.0,5.0,Euro 6
12299,68273,8,Diesel,SUV,1.6,Manual,5.0,5.0,Euro 6
12495,48690,8,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 6
12795,68676,7,Diesel,SUV,1.5,Manual,5.0,5.0,Euro 6
10495,82000,12,Diesel,Hatchback,3.0,Automatic,5.0,5.0,Euro 5
12699,40105,4,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 6
11890,49908,4,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 6
7180,28491,10,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 5
7995,63845,10,Diesel,SUV,1.6,Manual,5.0,5.0,Euro 6
18798,13271,5,Petrol,Hatchback,1.5,Manual,5.0,5.0,Euro 6
11495,20000,3,Petrol,Hatchback,1.0,Manual,3.0,4.0,Euro 6
5490,49432,11,Diesel,Hatchback,1.5,Manual,5.0,5.0,Euro 5
6850,100569,7,Diesel,Estate,1.6,Manual,5.0,5.0,Euro 6
4000,73000,14,Diesel,MPV,1.5,Automatic,5.0,7.0,Euro 5
13000,51179,6,Petrol Hybrid,Hatchback,1.5,Automatic,5.0,5.0,Euro 6
17670,14385,4,Petrol,SUV,1.0,Manual,5.0,5.0,Euro 6
11495,120000,9,Diesel,Coupe,2.0,Automatic,2.0,4.0,Euro 6
23220,36795,5,Diesel Hybrid,Saloon,2.0,Automatic,4.0,5.0,Euro 6
11699,42237,7,Petrol,Hatchback,1.4,Manual,3.0,4.0,Euro 6
4600,121910,12,Diesel,SUV,1.7,Manual,5.0,5.0,Euro 5
11990,36046,7,Petrol,SUV,1.0,Manual,5.0,5.0,Euro 6
12500,45540,7,Petrol,SUV,1.6,Manual,5.0,5.0,Euro 6
5300,57379,10,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 6
21798,12080,5,Diesel,SUV,1.5,Manual,5.0,5.0,Euro 6
10999,30845,5,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 6
25000,34364,6,Diesel,Estate,2.0,Automatic,5.0,5.0,Euro 6
1795,110000,19,Petrol,Hatchback,1.0,Manual,5.0,4.0,Euro 4
11890,49908,4,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 6
12995,38000,12,Petrol,Hatchback,1.6,Automatic,5.0,5.0,Euro 6
9290,29264,7,Petrol,Hatchback,0.9,Manual,5.0,5.0,Euro 6
13150,65641,6,Diesel,Saloon,2.0,Manual,4.0,5.0,Euro 6
9995,36588,6,Diesel,Estate,1.5,Manual,5.0,5.0,Euro 6
14436,16983,4,Petrol,SUV,1.2,Manual,5.0,5.0,Euro 6
16995,38252,7,Diesel,SUV,2.0,Automatic,5.0,5.0,Euro 6
7290,42040,8,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 5
14150,21777,3,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 6
1795,110000,19,Petrol,Hatchback,1.0,Manual,5.0,4.0,Euro 4
11890,49908,4,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 6
15970,11500,4,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 6
15799,84292,7,Diesel,Saloon,2.0,Automatic,4.0,5.0,Euro 6
13999,13315,5,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 6
12399,16497,5,Petrol,SUV,1.2,Manual,5.0,5.0,Euro 6
14499,24424,3,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 6
9799,33371,8,Petrol,SUV,1.2,Manual,5.0,5.0,Euro 6
17000,44956,6,Petrol,Hatchback,1.3,Manual,5.0,5.0,Euro 6
4395,63500,17,Petrol,Hatchback,1.6,Automatic,3.0,4.0,Euro 4
14899,10424,3,Petrol,SUV,1.0,Manual,5.0,5.0,Euro 6
16900,19385,4,Petrol,Hatchback,1.5,Manual,3.0,4.0,Euro 6
17670,14385,4,Petrol,SUV,1.0,Manual,5.0,5.0,Euro 6
14990,45774,5,Petrol,SUV,1.3,Automatic,5.0,5.0,Euro 6
5850,102000,12,Diesel,Saloon,2.1,Manual,4.0,5.0,Euro 5
7995,32947,8,Diesel,MPV,1.6,Manual,5.0,5.0,Euro 6
6995,48890,10,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 6
16950,23982,9,Diesel,Saloon,2.0,Automatic,4.0,5.0,Euro 6
9195,57005,8,Diesel,SUV,1.5,Manual,5.0,5.0,Euro 6
10999,6669,6,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 6
6588,73500,14,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 5
8490,73010,11,Diesel,SUV,1.5,Manual,5.0,5.0,Euro 5
13170,17422,6,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 6
10995,77250,12,Petrol,Convertible,1.4,Manual,2.0,4.0,Euro 5
2495,135000,18,Diesel,Estate,2.1,Automatic,5.0,5.0,Euro 4
17670,14385,4,Petrol,SUV,1.0,Manual,5.0,5.0,Euro 6
15970,11500,4,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 6
15500,111643,10,Diesel,SUV,3.0,Automatic,5.0,7.0,Euro 5
16995,39950,8,Petrol,SUV,1.4,Manual,5.0,5.0,Euro 6
11490,100000,10,Diesel,SUV,2.0,Automatic,5.0,5.0,Euro 6
5495,67000,11,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 5
7995,53727,9,Petrol,Hatchback,1.0,Manual,3.0,5.0,Euro 6
12995,20704,6,Petrol,SUV,1.0,Manual,5.0,5.0,Euro 6
12299,36000,6,Petrol,Estate,1.3,Manual,5.0,5.0,Euro 6
11289,67202,9,Diesel,Hatchback,2.0,Manual,3.0,4.0,Euro 6
11000,45462,6,Petrol,SUV,1.6,Manual,5.0,5.0,Euro 6
8490,50679,19,Diesel,Saloon,2.7,Automatic,4.0,5.0,Euro 4
12999,26286,7,Petrol,SUV,1.6,Manual,5.0,5.0,Euro 6
